bssid,gps_text
22:08:89:7d:75:12,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
30:1f:48:5c:ce:59,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
16:13:46:12:f2:3a,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
16:11:5d:10:9d:82,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
c0:b1:01:04:69:c7,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
3a:72:c2:d4:d8:a6,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
ee:55:1c:e6:09:04,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
c6:eb:ff:41:26:be,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
c4:eb:ff:a1:26:be,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
66:20:e3:78:1a:a6,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
50:c7:bf:24:45:45,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
6c:44:2a:53:57:40,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
da:9a:0d:4c:da:c3,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
e0:19:54:98:a9:a8,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
d8:9a:0d:bc:da:c3,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
66:20:e3:9f:8b:06,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
ee:48:b8:9b:73:d8,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
8c:6d:77:e7:8b:08,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
e6:cb:ac:b9:72:97,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
e6:90:2a:40:d7:c4,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
66:20:e1:90:67:c6,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e1:90:67:c7,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e0:0f:88:b3,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
66:20:e3:1f:8b:06,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
16:ca:56:4e:c9:1c,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
14:ca:56:fe:c9:1c,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
64:20:e3:be:b3:de,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
98:ba:5f:95:a0:cc,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
f8:79:28:be:ab:45,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
e0:0e:e4:e7:c6:ed,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
d4:68:4d:27:b6:8c,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
66:20:e3:1e:b3:de,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
64:20:e3:81:bf:06,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
68:9e:29:e2:7a:76,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
fa:79:28:4e:ab:45,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
64:20:e3:6e:2a:26,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
9c:a2:f4:02:74:be,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
e8:13:6e:ab:18:d8,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
f8:5e:3c:38:bd:db,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
cc:b1:71:25:08:78,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
e8:81:75:cf:59:ed,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
5a:d3:12:41:ca:07,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
66:20:e3:1e:2a:26,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
66:20:e3:11:bf:06,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
4a:d6:82:4f:72:8f,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
58:d3:12:b1:ca:07,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
64:20:e1:90:67:c6,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
48:d6:82:bf:72:8f,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
66:20:e1:10:67:c6,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
c2:cb:ac:b9:72:97,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
e2:cb:ac:b9:72:97,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
ea:cb:ac:b9:72:97,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
22:08:89:fb:50:f9,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
20:08:89:8b:50:f9,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
64:20:e1:6f:78:bf,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
66:20:e1:9f:78:be,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
f8:53:29:aa:52:00,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e3:af:8b:07,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
68:9e:29:e2:79:d4,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
58:d3:12:ae:1f:7f,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
5a:d3:12:4e:1f:7f,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
e0:0e:e4:e7:c6:ee,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
6a:9e:29:42:7a:76,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
c4:0d:96:9f:35:b7,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
da:a0:e8:46:88:8d,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
16:13:46:9e:b3:62,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
6a:9e:29:42:79:d4,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
d8:a0:e8:46:88:8d,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
22:22:51:49:dc:23,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
16:ca:56:49:1e:96,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
14:ca:56:f9:1e:96,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
94:b2:71:5d:05:1b,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
66:20:e3:9c:dc:fe,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
66:20:e3:92:f3:ac,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
66:20:e3:90:38:ce,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
64:20:e3:c0:38:cf,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
64:20:e3:a5:55:f6,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
c0:e3:fb:55:fd:c0,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
ee:55:1c:e5:03:0c,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
64:20:e1:63:99:af,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
42:f5:20:11:e9:4e,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
66:20:e1:9a:d0:e6,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
64:20:e1:5a:d0:e7,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
e0:19:54:98:13:61,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
98:a9:42:7f:12:7c,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
64:20:e0:ba:04:9a,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
3a:91:48:43:b0:bd,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
58:d3:12:aa:ea:09,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
28:11:ec:5f:94:e0,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
66:20:e3:10:38:ce,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
24:f2:7f:28:28:b1,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
80:8d:b7:a5:45:54,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
24:f2:7f:28:22:b1,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
c4:eb:ff:9b:27:24,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
6c:9e:7c:f3:6c:ab,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
10:7c:61:34:73:76,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
c4:18:fc:50:f2:ea,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e3:48:1a:a6,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
24:f2:7f:28:22:b3,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
de:cb:ac:b9:72:98,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
10:7c:61:34:73:74,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
c4:18:fc:50:f2:ee,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
ce:b1:71:f5:08:70,Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m
e4:37:9f:0b:ab:af,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
c4:18:fc:50:f2:ec,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
c4:0d:96:9f:35:b4,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
28:11:ec:5f:94:e4,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
f8:53:29:aa:52:03,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
6c:44:2a:53:57:43,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
66:20:e1:9a:9c:76,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
66:20:e3:9d:04:ce,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
64:20:e3:bd:04:cf,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
64:20:e1:8a:9c:77,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
ac:84:c6:05:30:bd,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
e8:81:75:cf:5c:45,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
66:20:e1:95:97:7e,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
66:20:e3:9b:ac:26,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
24:f2:7f:28:27:f4,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
12:e8:a7:13:3b:90,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e3:4b:ac:27,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
24:f2:7f:28:27:f1,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
c4:69:f0:7e:eb:d3,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
e8:81:75:27:47:d9,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
f8:53:29:ed:26:18,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
3a:72:c2:71:cc:0f,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
2e:27:68:0f:8c:68,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
98:da:c4:6d:07:6f,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
66:20:e1:98:08:fe,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
64:20:e1:68:08:ff,Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m
e0:cc:7a:fa:2a:4c,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
ea:81:75:47:47:d9,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
f8:53:29:aa:51:fc,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
f0:09:0d:56:02:04,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
50:91:e3:81:a4:c2,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
66:20:e1:1f:78:be,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
c4:0d:96:9f:35:b0,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e3:af:8b:06,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e3:f4:fc:50,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
48:d6:82:bb:19:b8,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
3c:33:32:47:16:61,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e0:0f:88:af,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
12:e8:a7:73:3b:90,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
24:f2:7f:28:28:b3,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
66:20:e3:97:f7:c6,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
66:20:e3:17:f7:c6,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e3:a7:f7:c6,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
c4:18:fc:50:f2:ef,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
8c:de:f9:48:9a:44,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
24:f2:7f:28:28:a3,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
c2:cb:ac:b9:72:98,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
ea:cb:ac:b9:72:98,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
66:20:e3:14:fc:50,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
e6:cb:ac:b9:72:98,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
e2:cb:ac:b9:72:98,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e0:b7:8e:3a,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
c4:18:fc:50:f2:eb,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
c4:18:fc:50:f2:ed,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
90:e9:5e:80:95:6e,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
38:91:48:e3:b0:bd,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
90:e9:5e:80:95:6f,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
66:20:e3:9b:11:b6,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
de:0d:17:f5:20:6e,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
c4:eb:ff:9e:f3:42,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
80:8d:b7:a4:be:74,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
20:08:89:83:af:f9,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
80:8d:b7:a4:be:71,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
16:ca:56:45:d9:ae,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
80:8d:b7:a4:be:73,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:f2:7f:34:14:75,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:f2:7f:34:14:73,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:f2:7f:34:14:71,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
d4:4f:67:11:d7:44,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
e4:37:9f:0b:ab:ae,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
14:ca:56:f5:d9:ae,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
12:55:e4:9c:03:12,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
80:8d:b7:a5:45:51,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
20:23:51:49:dc:23,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
22:08:89:f3:af:f9,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
66:20:e3:17:e3:26,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
66:20:e3:77:e3:26,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
90:e9:5e:80:95:6a,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
ac:f4:2c:74:de:21,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
c2:8f:20:1b:5e:da,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
64:20:e3:a7:f7:c7,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
64:20:e3:8b:11:b7,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
c4:69:f0:53:df:c3,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
70:6d:15:c0:11:ad,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
70:6d:15:c0:11:ae,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
70:6d:15:c0:11:af,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
90:e9:5e:80:95:65,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
90:e9:5e:80:95:60,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
90:e9:5e:80:95:61,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:f2:7f:28:27:f3,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:f2:7f:28:27:e1,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
b4:c9:b9:92:93:82,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
fa:ed:fc:0b:e2:48,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:d7:9c:83:3d:2f,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:f2:7f:27:fa:73,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:f2:7f:27:fa:71,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:f2:7f:27:fa:74,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:f2:7f:28:27:e4,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:f2:7f:28:22:b4,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
66:20:e1:92:42:6e,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
64:20:e1:a2:42:6f,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
f8:5e:3c:99:6e:47,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
80:8d:b7:a5:58:53,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
24:f2:7f:27:fc:61,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
de:0d:17:32:1c:8d,Lat: 13.740528984165593, Lng: 100.60976429625138, Accuracy: 13.741884m
de:0d:17:32:1c:8c,Lat: 13.740528984165593, Lng: 100.60976429625138, Accuracy: 13.741884m
cc:05:77:d1:5c:50,Lat: 13.740528984165593, Lng: 100.60976429625138, Accuracy: 13.741884m
f8:6b:14:7c:6d:59,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
92:dc:96:74:20:66,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
8e:dc:96:74:20:66,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
88:dc:96:74:20:66,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
92:dc:96:74:20:65,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
d0:fc:d0:5d:3a:6c,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
8e:dc:96:74:20:65,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
88:dc:96:74:20:65,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
1c:79:2d:71:d8:97,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
08:6f:48:94:57:8c,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
d0:fc:d0:5d:3a:64,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
16:13:46:97:97:d1,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
8a:69:3d:04:b5:e0,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
44:27:f3:ed:27:47,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
4a:81:d4:23:a7:10,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
4a:81:d4:53:a7:10,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
4a:81:d4:13:a7:10,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
48:81:d4:03:a7:10,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
8a:69:3d:04:b5:e4,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
4a:81:d4:93:a7:10,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
90:de:80:ec:57:0c,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
7a:53:0d:15:ea:b1,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
4a:81:d4:83:a7:10,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
16:13:46:a7:97:d2,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
16:13:46:97:97:d2,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
c6:3a:f0:84:4b:3c,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
ba:a2:b1:3f:22:94,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
88:dc:96:74:20:69,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
92:dc:96:74:20:69,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
f6:26:15:bd:d5:0d,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
9c:63:5b:77:ea:61,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
00:08:22:06:d7:44,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
64:20:e3:f6:98:11,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
8e:dc:96:74:20:6c,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
88:dc:96:74:20:6c,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
9e:63:5b:47:ea:61,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
e2:ae:a2:f1:00:e0,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
a2:93:a5:c0:ad:7f,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
66:20:e3:9c:71:b6,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
92:dc:96:74:20:6c,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
66:20:e3:9d:e9:f0,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
38:91:48:e2:9e:3d,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
e6:66:ab:42:d7:28,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
8a:69:3d:04:d9:c0,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
3a:91:48:4d:65:27,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
38:91:48:dd:65:27,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
3a:91:48:42:9e:3d,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
3c:f9:f0:64:33:36,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
66:20:e3:99:5d:7e,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
64:20:e3:79:5d:7f,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
02:08:22:c6:2f:dd,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
