bssid,gps_text
da:a0:e8:44:80:7f,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
d8:a0:e8:44:80:7f,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
78:90:a2:8e:3e:1c,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
c2:8f:20:2c:b0:d2,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
64:20:e3:82:81:f6,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
c2:8f:20:1c:b0:d2,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
66:20:e1:1b:d7:b6,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
7a:90:a2:4e:3e:1d,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
78:90:a2:8c:08:30,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
48:d6:82:c1:a4:97,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
44:13:d0:f6:d6:7f,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
66:20:e3:1e:22:18,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
bc:2a:33:6a:7e:8d,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
48:d6:82:c1:a4:96,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
64:20:e3:ee:22:18,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
94:b2:71:bd:ee:6c,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
28:68:d2:42:50:7c,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
56:25:bc:6f:dc:10,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
d8:9a:0d:be:08:91,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
0a:1b:51:e8:7d:10,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
da:9a:0d:4e:08:91,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
44:13:d0:f6:d6:80,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
66:20:e3:9e:22:18,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
94:b2:71:bd:ee:70,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
ee:63:da:aa:aa:f1,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
64:20:e3:ee:22:19,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
c8:cd:55:5f:75:7e,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
c2:a4:76:d6:e3:91,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
c2:a4:76:86:e3:91,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
30:68:93:14:c1:12,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
94:b2:71:bd:ee:73,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
d2:36:ba:66:e1:2c,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
aa:6e:84:6d:fe:1e,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
a8:6e:84:7d:fe:20,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
dc:62:79:e2:b6:36,Lat: 13.709870937741945, Lng: 100.64454975221722, Accuracy: 4.9142504m
66:20:e3:1e:89:4e,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
ee:48:1b:5b:84:53,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:dc:f3:43,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:dc:f3:41,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:dc:f3:40,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:dc:f3:44,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:dc:f3:42,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
d6:f0:c9:b6:fb:3e,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:dd:c6:c4,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:dd:c6:c3,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:dd:c6:c2,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:e0:1f:e2,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
8e:c4:d0:08:3d:8e,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:d7:d3:44,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:d7:d3:43,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:d7:d3:41,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
e4:7d:eb:0e:40:89,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
08:7b:87:d7:d3:42,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
d8:a0:e8:43:c8:82,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
f4:e8:4f:57:7f:b7,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
7a:53:0d:24:96:32,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
c2:a4:76:92:5e:0a,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
c2:a4:76:82:5e:0a,Lat: 13.7077340545447, Lng: 100.64500993936925, Accuracy: 3.266244m
64:20:e1:5b:93:5e,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
66:20:e1:1b:93:5e,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
8e:a5:e4:b3:87:89,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
64:20:e1:5b:93:5f,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
66:20:e1:99:fd:2e,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
66:20:e1:1a:01:2d,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
66:20:e1:9b:93:5e,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
64:20:e1:99:fd:2f,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
c2:8f:20:1a:a1:d9,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
c2:8f:20:1a:a1:da,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
44:13:d0:f8:56:d3,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
90:fd:73:b3:c7:39,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
66:20:e1:a4:ae:a5,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
40:a5:ef:f5:98:53,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
66:20:e1:54:ae:a5,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
66:20:e1:24:ae:a5,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
3a:e8:29:a2:a3:51,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
64:20:e1:34:ae:a6,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
44:13:d0:f8:56:d4,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
da:a0:e8:4f:77:51,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
4a:e8:29:a2:a3:51,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
d8:a0:e8:3f:77:51,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
92:fd:73:93:c7:3a,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
90:fd:73:b3:c7:3a,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
64:20:e3:d1:86:74,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
66:20:e3:18:15:f6,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
dc:ef:80:6a:e4:14,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
d8:a0:e8:3f:77:50,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
fc:bc:d1:a1:99:3c,Lat: 13.70505251803971, Lng: 100.64562432336278, Accuracy: 3.0m
26:5a:4c:23:dc:75,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
26:5a:4c:13:dc:75,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
24:5a:4c:13:dc:75,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
84:78:48:3a:20:e3,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
66:20:e1:64:ae:a5,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
86:78:48:1a:20:e3,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
66:20:e1:c4:ae:a5,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
66:20:e3:11:6a:2e,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
64:20:e1:9e:1b:af,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
84:78:48:3a:24:2b,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
64:20:e3:d1:86:75,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
64:20:e3:41:6a:2f,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
66:20:e3:98:15:f6,Lat: 13.704712168547223, Lng: 100.64571025264522, Accuracy: 3.0m
20:9a:e9:19:ec:f6,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
28:6e:da:a8:f5:5f,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
28:6e:da:a8:f5:58,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
28:6e:da:a8:f5:5c,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
10:a4:be:4d:60:46,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
d4:01:68:f8:3e:90,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
9c:37:f4:59:b9:fe,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
16:b0:73:16:d1:6d,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
34:0a:33:89:b3:e3,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
16:11:5d:10:f9:a1,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
64:20:e3:f6:66:39,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
58:25:75:40:4c:50,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
86:93:b2:4f:8e:1d,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
28:6e:da:a8:70:2f,Lat: 13.698814209289736, Lng: 100.64711946473956, Accuracy: 3.0708559m
ea:81:75:1a:a7:6d,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
e8:81:75:2a:a7:6d,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
dc:ef:80:d1:4c:1b,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
dc:ef:80:d1:4c:18,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
88:dc:96:6d:f9:49,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
8e:dc:96:6d:f9:49,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
66:20:e3:96:bf:4e,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
dc:ef:80:d1:4c:14,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
38:ff:36:0f:75:68,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
30:99:35:82:4f:94,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
38:ff:36:8f:75:68,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
64:20:e3:93:97:de,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
38:ff:36:4f:75:68,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
74:83:c2:9b:04:3a,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
66:20:e3:13:97:de,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
b8:59:c8:2d:b3:fd,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
8e:dc:96:6d:f9:48,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
88:dc:96:6d:f9:48,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
7e:83:c2:9b:04:3a,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
7a:83:c2:9b:04:3a,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
98:ba:5f:ac:6c:58,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
48:7a:ff:c0:dd:0a,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
86:93:b2:43:55:31,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
98:ba:5f:ac:69:8f,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
70:f8:2b:dd:c0:e4,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
98:f1:12:13:a0:43,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
84:93:b2:23:55:31,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
14:2e:5e:20:d5:99,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
30:68:93:57:c8:eb,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
66:20:e3:93:97:de,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
30:68:93:57:c7:bd,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
58:b6:33:7f:b9:ec,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
98:ba:5f:ac:6f:45,Lat: 13.692164219888948, Lng: 100.64726910273771, Accuracy: 3.1274588m
64:20:e3:9d:21:d6,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
66:20:e3:1d:21:d6,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
66:20:e3:9d:21:d6,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
64:20:e3:9d:21:d7,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
20:58:69:c5:2e:fb,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
f6:e8:4f:47:1e:0d,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
64:20:e1:7b:1f:7d,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
5c:62:8b:84:c7:69,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
b4:b2:e9:18:b1:10,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
64:20:e1:7b:1f:7e,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
f4:e8:4f:57:1d:ef,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
f6:e8:4f:47:1d:ef,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
66:20:e1:0a:1f:7d,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
66:20:e3:91:d6:c4,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
9e:ae:d3:f6:e9:c3,Lat: 13.684388343270466, Lng: 100.64668067711465, Accuracy: 3.1434152m
44:13:d0:bd:d8:ad,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
44:13:d0:bd:d8:af,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
20:9a:e9:29:cc:f0,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
d2:1b:45:25:88:30,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
c4:3c:b0:20:cf:3f,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
04:4f:17:11:2b:bd,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
6a:a2:f4:08:31:33,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
66:20:e1:10:12:f6,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
ae:61:69:63:c9:a9,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
80:41:26:6d:4e:b4,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
72:a2:f4:08:31:34,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
80:41:26:6d:4e:b8,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
f4:e5:f2:18:d1:18,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
bc:fd:0c:5a:1f:1a,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
6a:a2:f4:08:31:34,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
66:97:d7:64:bb:57,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
66:20:e1:90:12:f6,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
64:20:e3:d1:45:d4,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
e4:66:ab:f3:b0:54,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
fe:de:26:e2:e1:31,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
16:11:5d:94:5b:f9,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
28:bb:ea:51:ca:8e,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
e4:8d:8c:9f:07:b1,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
64:20:e1:90:12:f6,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
2c:4d:54:04:08:b8,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
38:2a:8b:41:a4:a9,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
7e:44:54:dd:81:19,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
bc:fd:0c:47:ec:fb,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
00:e0:20:1a:5a:63,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
e6:8d:8c:9f:07:b1,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
a0:3d:6f:04:ea:91,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
20:9a:e9:29:cc:eb,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
a0:3d:6f:04:ea:92,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
a0:3d:6f:04:ea:90,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
68:8f:c9:90:57:30,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
ca:06:c3:76:a4:14,Lat: 13.6781808201347, Lng: 100.64612556443966, Accuracy: 3.0m
0c:01:4b:45:da:d7,Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m
0e:01:4b:45:da:d7,Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m
0c:01:4b:45:da:d6,Lat: 13.6807076, Lng: 100.6099783, Accuracy: 100.0m
f4:e8:4f:55:df:6b,Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m
b8:5d:c3:02:68:9c,Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m
16:ca:56:45:f9:22,Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m
66:20:e3:1e:94:f6,Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m
64:20:e3:ae:94:f6,Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m
f6:e8:4f:45:df:6b,Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m
e2:a1:ce:7c:36:32,Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m
f8:af:db:e6:64:e6,Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m
