collection_id,username,sample_id,captured_at,gps_text,wifi_count,bssid,ssid,rssi_dbm,frequency_mhz,channel,band,security,wifi_standard,merged_count
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,480aea1a-4310-47f5-adbd-66bf2516fbbf,2026-04-03 01:21:20,"Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m",51,e8:81:75:cf:59:ed,mrkreme_5G,-91,5805,161,5 GHz,[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS],Unknown,23
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,480aea1a-4310-47f5-adbd-66bf2516fbbf,2026-04-03 01:21:20,"Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m",51,5a:d3:12:41:ca:07,<hidden>,-91,5640,128,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,12
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,480aea1a-4310-47f5-adbd-66bf2516fbbf,2026-04-03 01:21:20,"Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m",51,66:20:e3:1e:2a:26,MARVINNJEC_2.4G,-91,2452,9,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,12
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,480aea1a-4310-47f5-adbd-66bf2516fbbf,2026-04-03 01:21:20,"Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m",51,66:20:e3:11:bf:06,KHURSHID_2.4G,-91,2422,3,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,12
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,480aea1a-4310-47f5-adbd-66bf2516fbbf,2026-04-03 01:21:20,"Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m",51,4a:d6:82:4f:72:8f,<hidden>,-92,5600,120,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,31
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,480aea1a-4310-47f5-adbd-66bf2516fbbf,2026-04-03 01:21:20,"Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m",51,58:d3:12:b1:ca:07,5G_CityHome273,-92,5640,128,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,12
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,480aea1a-4310-47f5-adbd-66bf2516fbbf,2026-04-03 01:21:20,"Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m",51,64:20:e1:90:67:c6,<hidden>,-92,2442,7,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,39
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,480aea1a-4310-47f5-adbd-66bf2516fbbf,2026-04-03 01:21:20,"Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m",51,48:d6:82:bf:72:8f,mix6668255_5G,-93,5600,120,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,31
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,480aea1a-4310-47f5-adbd-66bf2516fbbf,2026-04-03 01:21:20,"Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m",51,66:20:e1:10:67:c6,NUCH_2.4,-93,2442,7,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,39
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,c2:cb:ac:b9:72:97,<hidden>,-70,5745,149,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,24
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,e2:cb:ac:b9:72:97,<hidden>,-72,5745,149,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,24
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,ea:cb:ac:b9:72:97,<hidden>,-73,5745,149,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,24
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,22:08:89:fb:50:f9,<hidden>,-75,5765,153,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,20:08:89:8b:50:f9,GVSN-BKK 5G,-76,5765,153,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,64:20:e1:6f:78:bf,<hidden>,-79,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,66:20:e1:9f:78:be,Natnaree37_5G,-80,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,46
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,f8:53:29:aa:52:00,Not,-80,5180,36,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,28
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,64:20:e3:af:8b:07,<hidden>,-80,5785,157,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,37
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,68:9e:29:e2:79:d4,Glass_5G,-80,5540,108,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,58:d3:12:ae:1f:7f,Mewrachawe_5G,-81,5300,60,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,5a:d3:12:4e:1f:7f,<hidden>,-82,5300,60,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,e0:0e:e4:e7:c6:ee,<hidden>,-82,5805,161,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,28
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,6a:9e:29:42:7a:76,<hidden>,-83,5520,104,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,c4:0d:96:9f:35:b7,<hidden>,-83,5765,153,5 GHz,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][ESS],Unknown,28
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,da:a0:e8:46:88:8d,<hidden>,-84,5260,52,5 GHz,[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,16:13:46:9e:b3:62,EVA_Home_WiFi_5G,-84,5765,153,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,6a:9e:29:42:79:d4,<hidden>,-84,5540,108,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,d8:a0:e8:46:88:8d,ewareyday_5G,-85,5260,52,5 GHz,[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,22:22:51:49:dc:23,One Vision,-85,5200,40,5 GHz,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,16:ca:56:49:1e:96,<hidden>,-86,5520,104,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,14:ca:56:f9:1e:96,EterniteEstate,-86,5520,104,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,94:b2:71:5d:05:1b,<hidden>,-86,5765,153,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,66:20:e3:9c:dc:fe,WJJ_5G,-86,5180,36,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,66:20:e3:92:f3:ac,xiaxiadechoubao_5G,-86,5180,36,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,66:20:e3:90:38:ce,AISHWARYA_5G,-87,5805,161,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,64:20:e3:c0:38:cf,<hidden>,-87,5805,161,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,64:20:e3:a5:55:f6,<hidden>,-87,2427,4,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,c0:e3:fb:55:fd:c0,Ideomix_571_5G,-87,5240,48,5 GHz,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,ee:55:1c:e5:03:0c,Piano_5G,-87,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][WPA-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,64:20:e1:63:99:af,<hidden>,-87,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,42:f5:20:11:e9:4e,XP-420B,-87,2412,1,2.4 GHz,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],Unknown,46
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,66:20:e1:9a:d0:e6,BlacX5G,-87,5805,161,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,64:20:e1:5a:d0:e7,<hidden>,-87,5805,161,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,e0:19:54:98:13:61,bpbrp_5G,-88,5280,56,5 GHz,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,98:a9:42:7f:12:7c,4G Home WiFi_178123,-88,2412,1,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],Unknown,28
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,64:20:e0:ba:04:9a,MASTERBLASTER 5G,-88,5745,149,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,3a:91:48:43:b0:bd,<hidden>,-88,5540,108,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,28
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,58:d3:12:aa:ea:09,TARN_5G,-91,5540,108,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,28:11:ec:5f:94:e0,Phetdeepharmacy,-91,2427,4,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][WPA-PSK-CCMP][K][V][ESS],Unknown,28
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,66:20:e3:10:38:ce,AISHWARYA_2.4G,-91,2417,2,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,24:f2:7f:28:28:b1,@BTSWIFI2,-91,5540,108,5 GHz,[WPA2-EAP-CCMP][RSN-EAP-CCMP][V][ESS],Unknown,28
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,80:8d:b7:a5:45:54,GT-ACC,-91,5540,108,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,24:f2:7f:28:22:b1,@BTSWIFI2,-92,5500,100,5 GHz,[WPA2-EAP-CCMP][RSN-EAP-CCMP][V][ESS],Unknown,33
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,c4:eb:ff:9b:27:24,Mark Lee's Mommy_5G,-92,5320,64,5 GHz,[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,6c:9e:7c:f3:6c:ab,Ideomix103462_5G,-92,5260,52,5 GHz,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,10:7c:61:34:73:76,NSCYBER_M_5G,-92,5200,40,5 GHz,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][K][V][PMFC][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,c4:18:fc:50:f2:ea,BBG-Meeting Room,-92,5680,136,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,28
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,64:20:e3:48:1a:a6,Sao-ek_9/663_5G,-92,5620,124,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][PMFC][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,24:f2:7f:28:22:b3,. @BTS XPRESS WIFI,-93,5500,100,5 GHz,[ESS],Unknown,33
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,de:cb:ac:b9:72:98,<hidden>,-93,5500,100,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][V][ESS],Unknown,46
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,10:7c:61:34:73:74,<hidden>,-93,5200,40,5 GHz,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][K][V][PMFC][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,c4:18:fc:50:f2:ee,BBG-Guest,-93,5680,136,5 GHz,[RSN-OWE-CCMP][K][V][PMFR][ESS],Unknown,28
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,ce:b1:71:f5:08:70,<hidden>,-93,5580,116,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,e4:37:9f:0b:ab:af,@BTSBYOD,-94,5680,136,5 GHz,[WPA2-EAP-CCMP][RSN-EAP-CCMP][K][V][PMFC][ESS],Unknown,46
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,32c887d3-a797-49c5-9b87-e19fcb06bc7c,2026-04-03 01:21:33,"Lat: 13.680379620684525, Lng: 100.6098650210561, Accuracy: 4.9m",93,c4:18:fc:50:f2:ec,BBG-IoT,-94,5680,136,5 GHz,[ESS],Unknown,28
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,63e9bc9a-39d2-47dd-b515-2355483fd7d3,2026-04-03 01:21:50,"Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m",123,c4:0d:96:9f:35:b4,Natnaree_5G,-59,5765,153,5 GHz,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][ESS][WPS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,63e9bc9a-39d2-47dd-b515-2355483fd7d3,2026-04-03 01:21:50,"Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m",123,28:11:ec:5f:94:e4,Phetdeepharmacy1,-62,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][WPA-PSK-CCMP][K][V][ESS][WPS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,63e9bc9a-39d2-47dd-b515-2355483fd7d3,2026-04-03 01:21:50,"Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m",123,f8:53:29:aa:52:03,<hidden>,-68,5180,36,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,16
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,63e9bc9a-39d2-47dd-b515-2355483fd7d3,2026-04-03 01:21:50,"Lat: 13.680278505476839, Lng: 100.60973933209958, Accuracy: 4.9m",123,6c:44:2a:53:57:43,<hidden>,-72,5180,36,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,11
